,Njogador,Temporada,Time,Adv,C_F,Jogador,Min,Pts_C,Pts_T,Pts_3_C,Pts_3_T,Pts_2_C,Pts_2_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
206,5,19,São José,Brasília,2,Eugeniusz,14:7,8,14,1,1,2,5,1,1,2,2,4,1,0,0,3,1,2,0
207,6,19,São José,Brasília,2,Figueredo,25:4,6,19,1,4,0,2,3,3,0,2,2,10,2,0,3,4,1,0
208,7,19,São José,Brasília,2,Lupa,17:5,6,6,0,0,3,3,0,0,1,2,3,1,0,1,3,0,0,0
209,8,19,São José,Brasília,2,Conceição,22:6,3,6,0,0,1,2,1,2,1,5,6,1,0,1,4,1,1,0
210,9,19,São José,Brasília,2,Mariani,14:3,2,13,0,3,0,0,2,4,0,1,1,2,1,0,0,3,0,0
211,10,19,São José,Brasília,2,Equipe,0:0,92,172,13,30,21,34,11,14,5,30,35,28,5,4,21,17,13,1
212,0,19,UNIFACISA,Paulistano,1,Barnes,33:1,30,55,6,13,6,8,0,0,0,1,1,4,0,0,2,1,2,0
213,1,19,UNIFACISA,Paulistano,1,Douglas Nunes,31:1,19,29,4,7,2,2,3,4,3,3,6,5,0,1,3,2,0,0
214,2,19,UNIFACISA,Paulistano,1,Gemerson,34:7,15,43,0,6,4,8,7,9,3,8,11,1,0,0,0,8,1,0
215,3,19,UNIFACISA,Paulistano,1,Gemadinha,13:8,10,19,2,5,1,1,2,2,0,0,0,1,0,0,3,1,1,0
216,4,19,UNIFACISA,Paulistano,1,Pepo Vidal,32:7,9,21,1,5,2,2,2,2,1,7,8,10,2,0,2,1,1,0
217,5,19,UNIFACISA,Paulistano,1,João Vitor,14:2,8,18,1,2,1,4,3,4,4,5,9,0,0,3,3,3,0,0
218,6,19,UNIFACISA,Paulistano,1,Miller,25:2,7,18,1,4,2,3,0,0,0,1,1,1,0,0,3,0,2,1
219,7,19,UNIFACISA,Paulistano,1,Dixson,15:3,3,10,1,2,0,2,0,0,1,2,3,0,0,0,0,1,1,0
220,8,19,UNIFACISA,Paulistano,1,Antonio,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,9,19,UNIFACISA,Paulistano,1,Gabriel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,10,19,UNIFACISA,Paulistano,1,R. Piru,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,11,19,UNIFACISA,Paulistano,1,Pezão,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,12,19,UNIFACISA,Paulistano,1,Equipe,0:0,101,213,16,44,18,30,17,21,15,30,45,22,2,4,16,17,8,1
225,0,19,Paulistano,UNIFACISA,2,Solano,32:2,19,44,4,8,2,7,3,6,1,3,4,6,1,0,2,5,0,0
226,1,19,Paulistano,UNIFACISA,2,Vitão,22:8,15,29,1,5,6,7,0,0,3,1,4,1,0,0,4,0,1,0
227,2,19,Paulistano,UNIFACISA,2,Eddy,30:3,15,34,3,8,3,5,0,0,2,2,4,1,0,0,4,0,0,0
228,3,19,Paulistano,UNIFACISA,2,Yago,34:6,13,30,3,8,2,3,0,0,1,7,8,6,0,0,1,4,0,0
229,4,19,Paulistano,UNIFACISA,2,D. Coleman,30:8,12,31,1,6,3,5,3,3,3,4,7,5,0,0,2,4,2,0
230,5,19,Paulistano,UNIFACISA,2,Dikembe,27:6,10,24,0,0,4,10,2,4,2,4,6,0,0,0,2,3,3,2
231,6,19,Paulistano,UNIFACISA,2,Maique,15:2,6,9,0,1,3,3,0,0,2,3,5,2,0,0,2,0,0,1
232,7,19,Paulistano,UNIFACISA,2,Buiú,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,8,19,Paulistano,UNIFACISA,2,Rafael,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,9,19,Paulistano,UNIFACISA,2,Anderson,6:6,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
235,10,19,Paulistano,UNIFACISA,2,Daniel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,11,19,Paulistano,UNIFACISA,2,Equipe,0:0,90,205,12,36,23,42,8,13,15,26,41,22,1,0,17,16,7,3
237,0,19,Pinheiros,Pato Basquete,1,Bennett,26:5,20,26,1,2,6,7,5,6,0,3,3,5,0,0,2,3,2,0
238,1,19,Pinheiros,Pato Basquete,1,C. Torres,29:9,14,21,2,3,3,4,2,4,1,5,6,1,0,1,2,3,1,0
239,2,19,Pinheiros,Pato Basquete,1,Betinho,27:9,12,25,1,3,1,4,7,8,0,5,5,5,0,0,3,9,2,0
240,3,19,Pinheiros,Pato Basquete,1,Isaac,18:3,12,21,1,3,2,3,5,6,1,3,4,0,0,0,1,4,0,0
241,4,19,Pinheiros,Pato Basquete,1,Ware,22:1,10,22,2,4,2,5,0,0,1,4,5,0,1,0,4,3,2,0
242,5,19,Pinheiros,Pato Basquete,1,L. Cauê,23:7,8,21,0,1,3,7,2,4,3,1,4,1,0,0,1,2,1,1
243,6,19,Pinheiros,Pato Basquete,1,Dawkins,22:9,5,11,1,3,1,1,0,0,3,0,3,2,1,0,2,0,4,0
244,7,19,Pinheiros,Pato Basquete,1,Buffat,20:9,3,6,1,2,0,0,0,0,1,2,3,1,0,1,1,1,2,0
245,8,19,Pinheiros,Pato Basquete,1,Scaglia,8:0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,9,19,Pinheiros,Pato Basquete,1,Toledo,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,10,19,Pinheiros,Pato Basquete,1,Equipe,0:0,87,156,10,22,18,31,21,28,13,24,37,15,2,2,16,25,14,1
248,0,19,Pato Basquete,Pinheiros,2,Thornton,34:3,23,39,3,5,4,9,6,6,0,1,1,4,1,0,1,4,3,0
249,1,19,Pato Basquete,Pinheiros,2,Gustavo,29:3,21,37,5,9,3,5,0,0,0,0,0,2,1,0,5,0,1,0
250,2,19,Pato Basquete,Pinheiros,2,Funches III,26:7,11,17,0,0,3,6,5,5,0,1,1,0,1,0,5,4,1,1
251,3,19,Pato Basquete,Pinheiros,2,Scheuer,20:5,6,12,0,0,2,5,2,2,0,1,1,1,0,0,1,3,1,0
252,4,19,Pato Basquete,Pinheiros,2,Gegê,31:1,5,11,1,3,1,1,0,0,0,1,1,9,1,0,3,0,2,0
253,5,19,Pato Basquete,Pinheiros,2,Augusto,10:8,5,15,1,3,0,2,2,2,0,0,0,1,0,0,2,3,1,0
254,6,19,Pato Basquete,Pinheiros,2,Rodrigues,14:2,4,10,0,0,2,5,0,0,5,1,6,1,0,0,2,0,0,0
255,7,19,Pato Basquete,Pinheiros,2,Coimbra,15:5,4,6,0,0,2,3,0,0,0,1,1,0,0,0,4,0,1,0
256,8,19,Pato Basquete,Pinheiros,2,Paulo,12:7,2,4,0,0,1,2,0,0,1,2,3,1,1,0,1,0,0,0
257,9,19,Pato Basquete,Pinheiros,2,Aquiles,4:9,2,10,0,2,1,1,0,2,0,0,0,0,1,0,1,1,0,0
258,10,19,Pato Basquete,Pinheiros,2,Leandro,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,11,19,Pato Basquete,Pinheiros,2,Equipe,0:0,83,161,10,22,19,39,15,17,8,14,22,19,6,0,25,15,10,1
260,0,19,Bauru,Minas,1,Wiggins,39:4,26,40,0,3,8,10,10,11,2,8,10,1,2,0,2,7,1,0
261,1,19,Bauru,Minas,1,Draper,34:4,24,50,1,8,10,12,1,2,2,2,4,1,0,3,4,4,1,1
262,2,19,Bauru,Minas,1,Gabriel Jaú,23:1,14,23,0,1,7,10,0,0,2,4,6,0,2,0,4,0,1,0
263,3,19,Bauru,Minas,1,Faggiano,40:0,10,31,1,4,1,7,5,5,0,1,1,8,2,0,2,6,3,0
264,4,19,Bauru,Minas,1,Larry,23:8,7,22,1,4,2,5,0,0,1,3,4,1,1,0,0,0,1,0
265,5,19,Bauru,Minas,1,Crescenzi,27:2,3,10,0,2,0,0,3,4,0,3,3,1,2,0,2,2,2,0
266,6,19,Bauru,Minas,1,Brito,0:6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,7,19,Bauru,Minas,1,Andrew,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,8,19,Bauru,Minas,1,Pará,8:8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
269,9,19,Bauru,Minas,1,Renato,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,10,19,Bauru,Minas,1,Malachias,2:8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0
271,11,19,Bauru,Minas,1,Equipe,0:0,84,178,3,22,28,45,19,22,8,24,32,12,9,3,19,20,10,1
272,0,19,Minas,Bauru,2,Alex,32:5,31,58,5,10,5,10,6,8,0,3,3,1,0,0,3,5,4,1
273,1,19,Minas,Bauru,2,Scott,32:3,20,26,0,0,9,10,2,6,3,9,12,2,0,0,2,5,2,4
274,2,19,Minas,Bauru,2,Tyrone,33:7,13,23,2,2,3,8,1,1,1,7,8,0,0,1,3,2,1,1
275,3,19,Minas,Bauru,2,Deodato,21:2,9,18,1,4,3,3,0,0,1,1,2,4,2,0,1,0,0,2
276,4,19,Minas,Bauru,2,Jackson Jr,20:6,9,21,1,3,3,6,0,0,1,1,2,0,1,1,2,0,0,0
277,5,19,Minas,Bauru,2,Leandrinho,34:9,5,18,0,0,1,7,3,4,0,5,5,9,2,0,4,2,3,0
278,6,19,Minas,Bauru,2,Black,7:3,4,6,0,0,1,2,2,2,1,1,2,0,1,0,0,2,0,1
279,7,19,Minas,Bauru,2,Davi,11:7,3,6,0,1,1,1,1,1,0,0,0,1,1,0,4,3,2,0
280,8,19,Minas,Bauru,2,Queiroz,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,9,19,Minas,Bauru,2,Shilton,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,10,19,Minas,Bauru,2,Alexei,5:9,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0
283,11,19,Minas,Bauru,2,Equipe,0:0,94,176,9,20,26,47,15,22,9,29,38,17,7,2,20,19,12,9
284,0,19,Corinthians,Pato Basquete,1,Fuller,33:8,24,35,5,7,3,5,3,4,2,3,5,7,0,0,2,4,4,0
285,1,19,Corinthians,Pato Basquete,1,Pecos,24:2,24,34,6,8,2,4,2,2,0,1,1,3,0,0,2,1,0,0
286,2,19,Corinthians,Pato Basquete,1,Robinson,25:6,12,20,2,4,2,3,2,2,2,2,4,1,0,0,1,1,3,0
287,3,19,Corinthians,Pato Basquete,1,Fischer,15:8,10,24,1,5,2,3,3,3,1,0,1,6,1,0,4,3,3,0
288,4,19,Corinthians,Pato Basquete,1,Johnson,16:5,7,14,0,0,3,5,1,4,1,2,3,0,1,2,3,5,2,0
289,5,19,Corinthians,Pato Basquete,1,Vezaro,20:6,7,12,1,2,2,3,0,0,3,3,6,3,2,0,1,0,0,0
290,6,19,Corinthians,Pato Basquete,1,Wesley,17:9,7,21,0,1,3,8,1,2,2,4,6,1,2,0,2,2,3,0
291,7,19,Corinthians,Pato Basquete,1,Humberto,21:3,2,9,0,1,1,3,0,0,2,3,5,2,0,0,4,1,0,0
292,8,19,Corinthians,Pato Basquete,1,Douglas Santos,2:0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
293,9,19,Corinthians,Pato Basquete,1,Mencarini,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,10,19,Corinthians,Pato Basquete,1,Nesbitt,22:3,0,4,0,0,0,2,0,0,1,6,7,2,0,1,4,2,1,0
295,11,19,Corinthians,Pato Basquete,1,Yan,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,12,19,Corinthians,Pato Basquete,1,Equipe,0:0,93,175,15,28,18,37,12,17,15,25,40,25,6,3,23,19,17,0
297,0,19,Pato Basquete,Corinthians,2,Thornton,36:2,28,54,1,7,10,14,5,5,2,3,5,0,1,0,1,4,2,0
298,1,19,Pato Basquete,Corinthians,2,Gustavo,33:9,12,24,0,2,4,7,4,4,0,5,5,3,1,0,3,4,2,0
299,2,19,Pato Basquete,Corinthians,2,Paulo,24:7,10,30,0,3,3,8,4,5,0,2,2,1,0,1,2,3,2,0
300,3,19,Pato Basquete,Corinthians,2,Rodrigues,23:2,9,13,0,0,2,4,5,5,2,4,6,2,0,0,5,4,1,0
301,4,19,Pato Basquete,Corinthians,2,Coimbra,16:3,8,14,0,0,4,7,0,0,3,4,7,2,1,0,3,1,0,0
302,5,19,Pato Basquete,Corinthians,2,Gegê,32:6,7,11,2,3,0,0,1,2,1,1,2,14,4,0,2,2,1,0
303,6,19,Pato Basquete,Corinthians,2,Augusto,13:9,4,16,0,4,1,1,2,2,0,0,0,2,0,0,1,3,1,0
304,7,19,Pato Basquete,Corinthians,2,Scheuer,14:5,3,6,0,0,1,2,1,2,1,0,1,1,0,0,2,1,2,0
305,8,19,Pato Basquete,Corinthians,2,Leandro,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,9,19,Pato Basquete,Corinthians,2,Funches III,4:7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
307,10,19,Pato Basquete,Corinthians,2,Aquiles,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,11,19,Pato Basquete,Corinthians,2,Equipe,0:0,81,168,3,19,25,43,22,25,11,19,30,25,7,1,19,22,13,0
309,0,19,Basq. Cearense,Paulistano,1,Brite,33:2,30,44,3,5,8,12,5,5,0,3,3,5,4,0,5,5,2,0
310,1,19,Basq. Cearense,Paulistano,1,Alex,42:1,19,40,3,9,4,5,2,3,0,1,1,3,0,0,3,6,1,0
311,2,19,Basq. Cearense,Paulistano,1,Rashaun,37:9,13,25,3,5,1,2,2,6,0,2,2,2,1,0,3,7,0,0
312,3,19,Basq. Cearense,Paulistano,1,Davis,19:1,12,25,2,5,2,4,2,2,2,2,4,1,2,0,1,3,2,0
313,4,19,Basq. Cearense,Paulistano,1,Mathias,35:9,10,23,0,1,5,10,0,0,1,11,12,1,1,1,5,0,0,1
314,5,19,Basq. Cearense,Paulistano,1,Felipe,18:2,8,19,1,3,2,4,1,2,1,1,2,0,0,2,2,4,2,0
315,6,19,Basq. Cearense,Paulistano,1,Sualisson,13:0,4,10,0,0,2,5,0,0,0,2,2,0,1,0,1,0,1,0
316,7,19,Basq. Cearense,Paulistano,1,Cauê,21:1,3,10,1,2,0,2,0,0,0,0,0,3,1,0,5,1,2,0
317,8,19,Basq. Cearense,Paulistano,1,Gabriel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,9,19,Basq. Cearense,Paulistano,1,J. Gabriel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,10,19,Basq. Cearense,Paulistano,1,Armani,4:6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
320,11,19,Basq. Cearense,Paulistano,1,Bruninho,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,12,19,Basq. Cearense,Paulistano,1,Equipe,0:0,99,196,13,30,24,44,12,18,8,24,32,15,10,3,26,26,10,1
322,0,19,Paulistano,Basq. Cearense,2,Yago,37:0,38,51,4,5,5,9,16,18,0,1,1,2,1,0,3,10,3,0
323,1,19,Paulistano,Basq. Cearense,2,Solano,35:4,16,34,1,4,4,8,5,6,2,4,6,7,3,0,4,8,8,0
324,2,19,Paulistano,Basq. Cearense,2,D. Coleman,39:9,13,31,3,7,2,4,0,2,0,4,4,0,1,0,2,3,2,1
325,3,19,Paulistano,Basq. Cearense,2,Maique,30:6,12,13,0,0,5,5,2,3,2,8,10,0,1,3,5,2,3,3
326,4,19,Paulistano,Basq. Cearense,2,Eddy,29:2,10,27,2,7,2,3,0,0,0,2,2,2,0,0,2,0,2,0
327,5,19,Paulistano,Basq. Cearense,2,Vitão,21:5,6,14,0,2,3,4,0,0,4,2,6,0,0,0,3,0,1,0
328,6,19,Paulistano,Basq. Cearense,2,Anderson,14:6,0,5,0,1,0,1,0,0,1,1,2,1,0,0,2,1,0,0
329,7,19,Paulistano,Basq. Cearense,2,Daniel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,8,19,Paulistano,Basq. Cearense,2,Buiú,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,9,19,Paulistano,Basq. Cearense,2,Dikembe,13:8,0,0,0,0,0,0,0,0,0,4,4,0,0,1,4,2,3,0
332,10,19,Paulistano,Basq. Cearense,2,Rafael,3:1,0,2,0,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0
333,11,19,Paulistano,Basq. Cearense,2,Equipe,0:0,95,177,10,26,21,35,23,29,11,29,40,12,6,4,26,26,23,4
334,0,19,Mogi,Botafogo,1,Fúlvio,25:8,16,22,2,4,4,4,2,2,1,5,6,7,4,0,1,1,5,0
335,1,19,Mogi,Botafogo,1,André Goes,34:2,15,27,5,7,0,3,0,0,0,5,5,2,2,0,0,0,0,0
336,2,19,Mogi,Botafogo,1,Paranhos,21:0,13,24,0,0,5,10,3,4,4,2,6,0,0,1,1,4,0,1
337,3,19,Mogi,Botafogo,1,Alexey,20:2,12,25,2,5,2,3,2,4,1,1,2,3,2,0,3,5,4,0
338,4,19,Mogi,Botafogo,1,Fabricio,31:3,11,29,2,8,1,1,3,3,2,2,4,3,0,1,2,2,1,0
339,5,19,Mogi,Botafogo,1,Fuzaro,33:6,11,27,0,3,4,7,3,4,1,7,8,1,2,2,2,3,2,1
340,6,19,Mogi,Botafogo,1,Lessa,10:5,4,8,0,1,2,2,0,1,1,0,1,1,1,0,3,1,0,0
341,7,19,Mogi,Botafogo,1,João Pedro,12:0,3,6,1,2,0,0,0,0,0,2,2,1,0,1,3,0,1,0
342,8,19,Mogi,Botafogo,1,Alex,2:2,2,4,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,1
343,9,19,Mogi,Botafogo,1,F Cardoso,1:2,2,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
344,10,19,Mogi,Botafogo,1,Guga,6:7,0,4,0,0,0,2,0,0,0,1,1,1,1,0,1,0,1,0
345,11,19,Mogi,Botafogo,1,Colina,1:5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
346,12,19,Mogi,Botafogo,1,Equipe,0:0,89,178,12,30,20,35,13,18,14,31,45,20,12,5,16,16,14,3
347,0,19,Botafogo,Mogi,2,Jamaal,32:1,18,25,4,5,1,3,4,4,0,1,1,6,1,0,3,8,5,0
348,1,19,Botafogo,Mogi,2,Lucas,29:3,13,26,1,4,4,6,2,2,2,4,6,2,1,2,0,5,2,0
349,2,19,Botafogo,Mogi,2,Paulinho,12:9,7,15,1,2,2,4,0,1,0,0,0,2,1,0,2,1,1,0
350,3,19,Botafogo,Mogi,2,Diego,18:3,6,17,0,1,3,7,0,0,1,3,4,0,0,0,2,0,0,0
351,4,19,Botafogo,Mogi,2,Cauê,36:7,6,18,2,4,0,3,0,0,0,2,2,2,1,0,2,1,2,0
352,5,19,Botafogo,Mogi,2,Freddie,17:6,4,13,0,1,2,5,0,0,0,2,2,0,1,2,3,1,0,0
353,6,19,Botafogo,Mogi,2,Arthur,19:6,4,14,0,2,2,4,0,0,1,3,4,1,1,0,2,0,2,0
354,7,19,Botafogo,Mogi,2,Mogi,31:3,3,19,1,5,0,2,0,0,1,4,5,1,0,0,2,0,3,0
355,8,19,Botafogo,Mogi,2,Jackson,2:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,9,19,Botafogo,Mogi,2,Coelho,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,10,19,Botafogo,Mogi,2,Equipe,0:0,61,147,9,24,14,34,6,7,5,22,27,14,6,4,16,16,16,0
358,0,19,Sesi Franca,Minas,1,Hettsheimeir,29:9,28,52,2,6,8,14,6,6,3,9,12,2,0,0,3,7,3,1
359,1,19,Sesi Franca,Minas,1,David Jackson,32:1,14,26,1,4,3,4,5,6,0,4,4,1,0,0,1,3,3,0
360,2,19,Sesi Franca,Minas,1,Lucas Dias,27:7,12,17,2,3,1,2,4,4,1,0,1,0,0,0,3,4,0,0
361,3,19,Sesi Franca,Minas,1,Schattmann,18:3,10,19,0,3,4,4,2,2,0,2,2,1,0,0,1,2,2,0
362,4,19,Sesi Franca,Minas,1,Cipolini,12:1,9,17,1,3,2,3,2,2,0,1,1,1,0,0,0,2,1,0
363,5,19,Sesi Franca,Minas,1,Parodi,23:0,9,19,1,3,2,4,2,2,1,3,4,4,2,0,3,3,3,0
364,6,19,Sesi Franca,Minas,1,Jimmy,23:9,6,12,0,2,2,2,2,2,1,0,1,3,3,0,2,1,0,1
365,7,19,Sesi Franca,Minas,1,Guilherme,10:1,3,10,0,2,0,0,3,4,1,2,3,1,0,0,5,2,0,0
366,8,19,Sesi Franca,Minas,1,Adyel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,9,19,Sesi Franca,Minas,1,Edu Marília,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,10,19,Sesi Franca,Minas,1,Elinho,22:9,0,10,0,2,0,2,0,0,2,4,6,2,1,0,3,1,0,0
369,11,19,Sesi Franca,Minas,1,Márcio,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,12,19,Sesi Franca,Minas,1,Equipe,0:0,91,182,7,28,22,35,26,28,11,27,38,15,6,0,21,25,12,2
371,0,19,Minas,Sesi Franca,2,Leandrinho,33:0,33,55,2,7,10,13,7,8,0,2,2,3,3,0,4,7,3,0
372,1,19,Minas,Sesi Franca,2,Jackson Jr,28:6,13,27,3,7,2,3,0,0,1,2,3,0,0,0,4,3,2,0
373,2,19,Minas,Sesi Franca,2,Alex,26:6,13,27,1,2,2,7,6,7,0,3,3,3,1,0,5,5,4,0
374,3,19,Minas,Sesi Franca,2,Scott,37:7,10,18,0,0,4,8,2,2,1,8,9,4,1,2,3,3,2,0
375,4,19,Minas,Sesi Franca,2,Tyrone,30:1,6,12,0,2,3,3,0,0,1,3,4,2,0,0,3,2,0,0
376,5,19,Minas,Sesi Franca,2,Black,7:9,3,6,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0
377,6,19,Minas,Sesi Franca,2,Deodato,14:3,2,9,0,1,1,3,0,0,0,1,1,1,1,0,1,0,0,0
378,7,19,Minas,Sesi Franca,2,Davi,19:8,2,10,0,2,1,2,0,0,0,1,1,0,0,0,1,0,0,0
379,8,19,Minas,Sesi Franca,2,Queiroz,0:9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,9,19,Minas,Sesi Franca,2,Shilton,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,10,19,Minas,Sesi Franca,2,Alexei,1:2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382,11,19,Minas,Sesi Franca,2,Equipe,0:0,82,167,7,24,23,39,15,17,4,23,27,13,6,2,25,20,13,0
383,0,19,São José,Flamengo,1,Morillo,39:5,25,47,2,3,9,18,1,2,3,7,10,4,1,0,3,4,2,0
384,1,19,São José,Flamengo,1,Lupa,32:7,19,25,0,0,8,11,3,3,2,2,4,0,1,0,4,3,0,0
385,2,19,São José,Flamengo,1,Ambrosino,25:7,13,17,3,3,2,4,0,0,1,3,4,6,0,1,5,0,1,0
386,3,19,São José,Flamengo,1,Duda,33:6,11,27,3,7,0,2,2,2,2,1,3,4,2,0,4,3,7,0
387,4,19,São José,Flamengo,1,Eugeniusz,17:6,9,30,1,7,3,4,0,1,1,2,3,1,2,0,3,1,2,1
388,5,19,São José,Flamengo,1,Mariani,34:3,7,22,1,4,2,5,0,0,1,4,5,3,0,0,0,1,1,0
389,6,19,São José,Flamengo,1,Rafael,18:5,5,9,1,1,1,3,0,0,0,2,2,0,0,0,2,0,0,0
390,7,19,São José,Flamengo,1,L. Eltink,11:6,4,9,0,1,2,3,0,0,1,1,2,1,1,0,3,0,1,1
391,8,19,São José,Flamengo,1,Conceição,11:6,4,10,0,0,2,5,0,0,0,2,2,0,0,2,1,0,0,0
392,9,19,São José,Flamengo,1,Jean,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,10,19,São José,Flamengo,1,Fidelis,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,11,19,São José,Flamengo,1,Pedro,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,12,19,São José,Flamengo,1,Equipe,0:0,97,196,11,26,29,55,6,8,13,25,38,19,7,3,25,12,14,2
396,0,19,Flamengo,São José,2,Olivinha,25:8,21,23,2,2,4,5,7,7,1,6,7,3,2,0,0,4,1,0
397,1,19,Flamengo,São José,2,Mineiro,34:5,18,28,2,4,5,7,2,2,4,2,6,3,0,1,1,2,1,0
398,2,19,Flamengo,São José,2,Marquinhos,26:9,17,45,2,10,2,4,7,7,0,5,5,2,0,0,1,5,3,0
399,3,19,Flamengo,São José,2,Zach Graham,26:6,15,35,4,9,0,2,3,4,1,3,4,0,1,0,0,4,1,0
400,4,19,Flamengo,São José,2,Demétrio,19:3,14,15,1,1,5,5,1,2,2,3,5,0,0,1,2,3,1,1
401,5,19,Flamengo,São José,2,Balbi,26:4,9,26,0,4,2,4,5,6,0,1,1,7,1,0,2,4,2,0
402,6,19,Flamengo,São José,2,Pedro Nunes,17:3,5,11,1,3,0,0,2,2,0,1,1,2,0,0,1,1,2,0
403,7,19,Flamengo,São José,2,Deryk,18:8,3,8,1,2,0,1,0,0,0,1,1,5,5,0,2,0,2,0
404,8,19,Flamengo,São José,2,Maciel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,9,19,Flamengo,São José,2,Barrera,0:9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,10,19,Flamengo,São José,2,Vargas,9:7,0,4,0,0,0,1,0,2,2,3,5,0,0,0,1,1,2,0
407,11,19,Flamengo,São José,2,Jhonatan,18:9,0,3,0,1,0,0,0,0,1,0,1,1,0,0,2,1,0,0
408,12,19,Flamengo,São José,2,Equipe,0:0,102,198,13,36,18,29,27,32,12,26,38,23,9,2,12,25,16,1
409,0,19,Bauru,Brasília,1,Faggiano,37:0,21,37,1,6,7,7,4,5,0,3,3,9,2,0,4,6,3,0
410,1,19,Bauru,Brasília,1,Draper,32:0,17,39,4,9,1,4,3,4,1,4,5,2,0,0,4,3,1,0
411,2,19,Bauru,Brasília,1,Wiggins,36:3,13,37,1,6,3,5,4,9,1,1,2,0,1,0,2,4,2,1
412,3,19,Bauru,Brasília,1,Larry,26:1,9,24,1,4,2,5,2,2,0,2,2,2,2,0,2,2,0,0
413,4,19,Bauru,Brasília,1,Crescenzi,17:0,6,14,2,4,0,0,0,2,0,0,0,2,1,0,4,1,1,0
414,5,19,Bauru,Brasília,1,Brito,6:5,5,5,1,1,0,0,2,2,0,0,0,0,1,0,2,1,1,0
415,6,19,Bauru,Brasília,1,Renato,10:8,3,6,1,2,0,0,0,0,1,0,1,0,0,0,5,1,3,0
416,7,19,Bauru,Brasília,1,Pará,9:1,3,3,1,1,0,0,0,0,1,1,2,0,0,0,3,0,2,0
